,fips,year,Total Investigations,Arrests Made,percentage
2069,42101016300,2020,195,16,8.205128205128204
2335,42101017300,2023,134,11,8.208955223880597
3958,42101027800,2015,1437,118,8.211551844119693
2666,42101019501,2023,85,7,8.235294117647058
4206,42101028901,2020,85,7,8.235294117647058
2576,42101018800,2018,2292,189,8.24607329842932
3644,42101026301,2022,97,8,8.24742268041237
3682,42101026400,2021,206,17,8.25242718446602
2518,42101018002,2016,315,26,8.253968253968253
3962,42101027800,2017,2386,197,8.256496227996648
5009,42101033400,2015,786,65,8.269720101781171
5920,42101037800,2022,133,11,8.270676691729323
392,42101007000,2015,1619,134,8.276714021000618
4426,42101030200,2021,615,51,8.292682926829269
4633,42101031300,2021,253,21,8.300395256916996
4216,42101028902,2015,265,22,8.30188679245283
1225,42101011000,2021,288,24,8.333333333333332
1247,42101011100,2022,276,23,8.333333333333332
6035,42101038400,2022,12,1,8.333333333333332
4656,42101031401,2023,12,1,8.333333333333332
3136,42101022000,2021,12,1,8.333333333333332
3167,42101023600,2022,12,1,8.333333333333332
1969,42101015700,2018,264,22,8.333333333333332
6057,42101038700,2014,48,4,8.333333333333332
3071,42101021600,2020,48,4,8.333333333333332
766,42101008602,2023,72,6,8.333333333333332
1621,42101013700,2018,275,23,8.363636363636363
2574,42101018800,2017,1972,165,8.367139959432048
2824,42101020200,2022,729,61,8.367626886145404
4815,42101032100,2015,430,36,8.372093023255815
2141,42101016701,2016,919,77,8.37867247007617
4763,42101031800,2018,143,12,8.391608391608392
490,42101007400,2014,1263,106,8.392715756136184
2169,42101016702,2020,262,22,8.396946564885496
5616,42101036202,2018,131,11,8.396946564885496
1033,42101010100,2014,904,76,8.4070796460177
6083,42101038800,2019,107,9,8.411214953271028
376,42101006900,2017,190,16,8.421052631578947
3930,42101027600,2020,178,15,8.426966292134832
6105,42101038900,2021,261,22,8.42911877394636
5019,42101033400,2020,83,7,8.433734939759036
4308,42101029300,2021,403,34,8.436724565756824
2009,42101016000,2020,154,13,8.441558441558442
4800,42101032000,2017,225,19,8.444444444444445
4018,42101028000,2015,1089,92,8.44811753902663
4837,42101032300,2016,485,41,8.45360824742268
6006,42101038300,2016,1561,132,8.456117873158233
4699,42101031502,2015,189,16,8.465608465608465
4817,42101032100,2016,496,42,8.46774193548387
4980,42101033200,2019,118,10,8.47457627118644
362,42101006700,2020,755,64,8.47682119205298
2454,42101017702,2023,165,14,8.484848484848486
4897,42101032900,2016,271,23,8.487084870848708
1919,42101015200,2022,541,46,8.502772643253234
1841,42101014800,2022,94,8,8.51063829787234
4786,42101031900,2020,47,4,8.51063829787234
2003,42101016000,2017,916,78,8.51528384279476
2466,42101017800,2019,5599,477,8.519378460439365
5800,42101036900,2021,129,11,8.527131782945736
1603,42101013602,2017,82,7,8.536585365853659
5986,42101038200,2016,807,69,8.550185873605948
2640,42101019200,2020,339,29,8.55457227138643
6008,42101038300,2017,2021,173,8.560118753092528
2153,42101016701,2022,151,13,8.609271523178808
6029,42101038400,2018,116,10,8.620689655172415
3724,42101026600,2022,348,30,8.620689655172415
5004,42101033300,2022,58,5,8.620689655172415
5898,42101037700,2021,139,12,8.633093525179856
1787,42101014600,2015,243,21,8.641975308641975
5966,42101038100,2016,162,14,8.641975308641975
4867,42101032500,2021,81,7,8.641975308641975
298,42101006400,2018,775,67,8.645161290322582
2458,42101017800,2015,2371,205,8.646140868831717
4829,42101032100,2022,266,23,8.646616541353383
3254,42101024100,2020,185,16,8.64864864864865
2782,42101020101,2021,751,65,8.655126498002662
1883,42101015102,2014,842,73,8.669833729216151
4012,42101027902,2022,265,23,8.679245283018867
3704,42101026500,2022,345,30,8.695652173913043
3722,42101026600,2021,230,20,8.695652173913043
5554,42101035900,2021,138,12,8.695652173913043
4028,42101028000,2020,425,37,8.705882352941176
3748,42101026800,2014,287,25,8.710801393728223
2392,42101017601,2022,1044,91,8.71647509578544
5780,42101036700,2021,195,17,8.717948717948717
3393,42101024800,2020,298,26,8.724832214765101
3840,42101027300,2014,378,33,8.73015873015873
3258,42101024100,2022,206,18,8.737864077669903
282,42101006300,2020,730,64,8.767123287671232
3002,42101021200,2022,57,5,8.771929824561402
5126,42101033900,2017,114,10,8.771929824561402
1562,42101013402,2022,57,5,8.771929824561402
4879,42101032600,2017,444,39,8.783783783783784
1001,42101009802,2017,182,16,8.791208791208792
5972,42101038100,2019,159,14,8.80503144654088
6127,42101039000,2022,386,34,8.808290155440414
10,42091200000,2020,34,3,8.823529411764707
2578,42101018800,2019,3270,289,8.837920489296636
1697,42101014100,2018,294,26,8.843537414965986
4827,42101032100,2021,113,10,8.849557522123893
4088,42101028300,2020,497,44,8.853118712273641
4932,42101033101,2015,316,28,8.860759493670885
4759,42101031800,2016,169,15,8.875739644970414
3477,42101025400,2022,90,8,8.88888888888889
1817,42101014700,2020,135,12,8.88888888888889
2596,42101019000,2018,596,53,8.89261744966443
2744,42101019900,2022,517,46,8.897485493230175
3435,42101025200,2021,337,30,8.902077151335313
4260,42101029100,2017,921,82,8.903365906623236
2572,42101018800,2016,1774,158,8.90642615558061
4032,42101028000,2022,247,22,8.906882591093117
5994,42101038200,2020,202,18,8.91089108910891
3746,42101026700,2023,56,5,8.928571428571429
4948,42101033101,2023,56,5,8.928571428571429
4877,42101032600,2016,425,38,8.941176470588236
1951,42101015600,2018,313,28,8.945686900958465
2602,42101019000,2021,313,28,8.945686900958465
6012,42101038300,2019,1933,173,8.949818934299017
3093,42101021700,2022,67,6,8.955223880597014
5782,42101036700,2022,167,15,8.982035928143713
3956,42101027800,2014,1346,121,8.98959881129272
1917,42101015200,2021,845,76,8.994082840236686
1627,42101013700,2021,100,9,9.0
2484,42101017900,2018,899,81,9.010011123470523
2650,42101019501,2015,710,64,9.014084507042254
4672,42101031402,2021,155,14,9.032258064516128
1357,42101011800,2021,155,14,9.032258064516128
3852,42101027300,2020,166,15,9.036144578313253
1148,42101010600,2022,342,31,9.064327485380117
1132,42101010600,2014,1180,107,9.067796610169491
1152,42101010700,2014,1102,100,9.074410163339383
892,42101009200,2021,220,20,9.090909090909092
3858,42101027300,2023,11,1,9.090909090909092
3896,42101027402,2022,110,10,9.090909090909092
4226,42101028902,2020,99,9,9.090909090909092
1445,42101012204,2019,55,5,9.090909090909092
1881,42101015101,2023,11,1,9.090909090909092
1601,42101013602,2016,77,7,9.090909090909092
4792,42101031900,2023,11,1,9.090909090909092
4222,42101028902,2018,319,29,9.090909090909092
1011,42101009802,2022,11,1,9.090909090909092
3023,42101021300,2023,11,1,9.090909090909092
2826,42101020200,2023,110,10,9.090909090909092
5858,42101037500,2020,22,2,9.090909090909092
3585,42101026000,2021,44,4,9.090909090909092
3517,42101025700,2014,33,3,9.090909090909092
3878,42101027401,2023,11,1,9.090909090909092
1659,42101013900,2018,263,24,9.125475285171103
1981,42101015800,2015,252,23,9.126984126984127
1316,42101011500,2017,252,23,9.126984126984127
4798,42101032000,2016,241,22,9.12863070539419
904,42101009300,2017,2212,202,9.132007233273058
2374,42101017500,2023,197,18,9.137055837563452
1013,42101010000,2014,317,29,9.14826498422713
1231,42101011100,2014,1672,153,9.150717703349283
2742,42101019900,2021,568,52,9.15492957746479
4482,42101030600,2020,109,10,9.174311926605505
3922,42101027600,2016,425,39,9.176470588235293
2356,42101017500,2014,1645,151,9.179331306990882
3992,42101027901,2022,196,18,9.183673469387756
4662,42101031402,2016,664,61,9.186746987951807
175,42101005500,2016,228,21,9.210526315789473
1369,42101011900,2017,586,54,9.215017064846416
2784,42101020101,2022,737,68,9.226594301221166
944,42101009500,2017,1582,146,9.22882427307206
2534,42101018300,2015,65,6,9.230769230769232
62,42101000901,2014,195,18,9.230769230769232
4936,42101033101,2017,335,31,9.253731343283581
5952,42101038000,2018,108,10,9.25925925925926
330,42101006600,2014,2246,208,9.260908281389137
4056,42101028200,2014,1637,152,9.285277947464875
4170,42101028700,2021,140,13,9.285714285714286
4190,42101028800,2022,140,13,9.285714285714286
4703,42101031502,2017,183,17,9.289617486338798
4693,42101031501,2022,226,21,9.29203539823009
1839,42101014800,2021,129,12,9.30232558139535
4767,42101031800,2020,43,4,9.30232558139535
2806,42101020102,2023,118,11,9.322033898305085
1072,42101010300,2014,1501,140,9.327115256495668
380,42101006900,2019,343,32,9.329446064139942
2131,42101016600,2021,150,14,9.333333333333334
3774,42101026900,2017,107,10,9.345794392523365
205,42101005600,2021,96,9,9.375
4246,42101029000,2020,96,9,9.375
5956,42101038000,2020,32,3,9.375
138,42101004202,2014,64,6,9.375
3854,42101027300,2021,245,23,9.387755102040817
1863,42101015101,2014,149,14,9.395973154362416
4337,42101029800,2016,500,47,9.4
6022,42101038400,2014,85,8,9.411764705882353
1520,42101013300,2020,85,8,9.411764705882353
4915,42101033000,2016,446,42,9.417040358744394
72,42101001202,2014,53,5,9.433962264150944
3075,42101021600,2022,53,5,9.433962264150944
1993,42101015800,2021,53,5,9.433962264150944
60,42101000804,2014,127,12,9.448818897637794
4778,42101031900,2016,254,24,9.448818897637794
207,42101005600,2022,95,9,9.473684210526317
2213,42101016901,2022,211,20,9.47867298578199
2536,42101018300,2016,137,13,9.48905109489051
1431,42101012203,2018,21,2,9.523809523809524
169,42101005400,2022,63,6,9.523809523809524
2985,42101021100,2022,21,2,9.523809523809524
4074,42101028200,2023,42,4,9.523809523809524
2608,42101019100,2014,472,45,9.533898305084746
2682,42101019502,2021,220,21,9.545454545454547
6010,42101038300,2018,1776,170,9.572072072072071
4745,42101031700,2019,480,46,9.583333333333334
3832,42101027200,2019,73,7,9.58904109589041
1776,42101014500,2018,125,12,9.6
4713,42101031502,2022,52,5,9.615384615384617
1725,42101014200,2022,135,13,9.62962962962963
1359,42101011800,2022,83,8,9.63855421686747
1435,42101012204,2014,83,8,9.63855421686747
2400,42101017602,2016,5519,532,9.639427432505888
3952,42101027700,2022,280,27,9.642857142857144
4889,42101032600,2022,311,30,9.646302250803858
4329,42101029400,2022,290,28,9.655172413793103
4313,42101029400,2014,611,59,9.656301145662848
2426,42101017701,2019,9576,925,9.659565580618212
332,42101006600,2015,3173,307,9.675386069965333
5062,42101033600,2022,93,9,9.67741935483871
5382,42101035100,2022,31,3,9.67741935483871
4462,42101030502,2020,258,25,9.689922480620156
46,42101000300,2014,227,22,9.691629955947137
3950,42101027700,2021,433,42,9.699769053117784
2432,42101017701,2022,1740,169,9.71264367816092
4849,42101032300,2022,216,21,9.722222222222223
2750,42101020000,2015,586,57,9.726962457337883
2724,42101019800,2022,524,51,9.732824427480915
4248,42101029000,2021,236,23,9.745762711864407
2456,42101017800,2014,1929,188,9.745982374287196
234,42101006100,2016,277,27,9.747292418772563
1825,42101014800,2014,400,39,9.75
5950,42101038000,2017,164,16,9.75609756097561
2570,42101018800,2015,2276,223,9.797891036906854
5842,42101037300,2022,51,5,9.803921568627452
1853,42101014900,2019,814,80,9.828009828009828
4327,42101029400,2021,234,23,9.82905982905983
2103,42101016500,2017,529,52,9.829867674858223
2119,42101016600,2015,529,52,9.829867674858223
2963,42101021000,2020,61,6,9.836065573770492
1459,42101012500,2019,1006,99,9.840954274353876
4771,42101031800,2022,71,7,9.859154929577464
4612,42101031200,2020,71,7,9.859154929577464
4256,42101029100,2015,1769,175,9.892594686263426
618,42101008102,2019,1354,134,9.896602658788774
2670,42101019502,2015,464,46,9.913793103448276
4108,42101028400,2020,242,24,9.917355371900827
898,42101009300,2014,1677,167,9.958258795468097
1186,42101010800,2021,492,49,9.959349593495935
5013,42101033400,2017,542,54,9.96309963099631
5934,42101037900,2019,321,32,9.968847352024921
5011,42101033400,2016,531,53,9.981167608286253
3205,42101023800,2023,20,2,10.0
4266,42101029100,2020,190,19,10.0
5215,42101034501,2021,40,4,10.0
3626,42101026200,2023,20,2,10.0
1983,42101015800,2016,190,19,10.0
1647,42101013800,2021,110,11,10.0
1991,42101015800,2020,40,4,10.0
1989,42101015800,2019,210,21,10.0
5924,42101037900,2014,400,40,10.0
1382,42101012000,2015,130,13,10.0
4156,42101028700,2014,219,22,10.045662100456621
4761,42101031800,2017,219,22,10.045662100456621
4731,42101031600,2022,219,22,10.045662100456621
5964,42101038100,2015,149,15,10.06711409395973
1326,42101011500,2022,99,10,10.1010101010101
2644,42101019200,2022,851,86,10.105757931844888
2728,42101019900,2014,1415,143,10.10600706713781
1827,42101014800,2015,494,50,10.121457489878543
1443,42101012204,2018,69,7,10.144927536231885
4685,42101031501,2018,167,17,10.179640718562874
958,42101009600,2014,1021,104,10.186092066601372
5165,42101034100,2021,49,5,10.204081632653061
5606,42101036201,2022,49,5,10.204081632653061
4942,42101033101,2020,49,5,10.204081632653061
3914,42101027500,2022,147,15,10.204081632653061
3375,42101024700,2021,852,87,10.211267605633804
2648,42101019501,2014,734,75,10.217983651226158
4721,42101031600,2017,420,43,10.238095238095237
2372,42101017500,2022,840,86,10.238095238095237
4148,42101028600,2020,244,25,10.245901639344263
4908,42101032900,2022,117,12,10.256410256410255
1793,42101014600,2018,156,16,10.256410256410255
2840,42101020300,2020,487,50,10.266940451745379
2604,42101019000,2022,321,33,10.2803738317757
3892,42101027402,2020,165,17,10.303030303030303
3684,42101026400,2022,194,20,10.309278350515463
614,42101008102,2017,1261,130,10.309278350515463
378,42101006900,2018,174,18,10.344827586206897
4030,42101028000,2021,425,44,10.352941176470589
6004,42101038300,2015,1322,137,10.363086232980333
4150,42101028600,2021,270,28,10.37037037037037
2378,42101017601,2015,8195,850,10.372178157413057
1283,42101011300,2020,77,8,10.38961038961039
1681,42101014000,2020,125,13,10.4
3201,42101023800,2021,173,18,10.404624277456648
1580,42101013500,2022,48,5,10.416666666666668
1625,42101013700,2020,48,5,10.416666666666668
3538,42101025800,2016,48,5,10.416666666666668
2902,42101020600,2021,115,12,10.434782608695652
294,42101006400,2016,527,55,10.436432637571158
5960,42101038000,2022,67,7,10.44776119402985
5926,42101037900,2015,543,57,10.497237569060774
1363,42101011900,2014,409,43,10.513447432762836
4539,42101030900,2022,57,6,10.526315789473683
2702,42101019700,2021,456,48,10.526315789473683
1801,42101014600,2022,38,4,10.526315789473683
2706,42101019700,2023,57,6,10.526315789473683
2566,42101018400,2022,19,2,10.526315789473683
4881,42101032600,2018,332,35,10.542168674698797
5912,42101037800,2018,379,40,10.554089709762533
4228,42101028902,2021,161,17,10.559006211180124
5970,42101038100,2018,132,14,10.606060606060606
3256,42101024100,2021,226,24,10.619469026548673
1703,42101014100,2021,113,12,10.619469026548673
4052,42101028100,2022,188,20,10.638297872340425
1953,42101015600,2019,272,29,10.661764705882353
5758,42101036600,2020,75,8,10.666666666666668
4865,42101032500,2020,103,11,10.679611650485436
4234,42101029000,2014,206,22,10.679611650485436
1764,42101014400,2022,103,11,10.679611650485436
4090,42101028300,2021,646,69,10.68111455108359
1074,42101010300,2015,1560,167,10.705128205128204
1542,42101013401,2021,28,3,10.714285714285714
3459,42101025300,2023,28,3,10.714285714285714
3319,42101024400,2023,28,3,10.714285714285714
3550,42101025800,2022,28,3,10.714285714285714
2388,42101017601,2020,457,49,10.722100656455142
2436,42101017702,2014,5971,641,10.735220231117065
3760,42101026800,2020,186,20,10.75268817204301
1971,42101015700,2019,251,27,10.756972111553784
1643,42101013800,2019,223,24,10.762331838565023
1667,42101013900,2022,65,7,10.76923076923077
1287,42101011300,2022,37,4,10.81081081081081
6016,42101038300,2021,1218,132,10.83743842364532
2151,42101016701,2021,313,34,10.86261980830671
1987,42101015800,2018,193,21,10.880829015544041
2438,42101017702,2015,9168,998,10.885689354275742
4809,42101032000,2022,119,13,10.92436974789916
4946,42101033101,2022,155,17,10.967741935483872
1857,42101014900,2021,328,36,10.975609756097562
1665,42101013900,2021,82,9,10.975609756097562
4444,42101030501,2020,82,9,10.975609756097562
6002,42101038300,2014,1037,114,10.99324975891996
1641,42101013800,2018,227,25,11.013215859030836
4092,42101028300,2022,363,40,11.019283746556475
4210,42101028901,2022,136,15,11.029411764705882
3818,42101027100,2021,45,5,11.11111111111111
2370,42101017500,2021,783,87,11.11111111111111
620,42101008102,2020,324,36,11.11111111111111
4448,42101030501,2022,54,6,11.11111111111111
2748,42101020000,2014,486,54,11.11111111111111
2035,42101016100,2023,27,3,11.11111111111111
876,42101009100,2023,27,3,11.11111111111111
1610,42101013602,2021,18,2,11.11111111111111
2135,42101016600,2023,27,3,11.11111111111111
3415,42101024900,2021,243,27,11.11111111111111
6069,42101038700,2021,18,2,11.11111111111111
1803,42101014600,2023,18,2,11.11111111111111
2351,42101017400,2021,313,35,11.182108626198083
2448,42101017702,2020,562,63,11.209964412811388
5818,42101037200,2020,89,10,11.235955056179774
2532,42101018300,2014,89,10,11.235955056179774
2722,42101019800,2021,516,58,11.24031007751938
2662,42101019501,2021,435,49,11.264367816091953
3856,42101027300,2022,142,16,11.267605633802818
4168,42101028700,2020,62,7,11.29032258064516
872,42101009100,2021,124,14,11.29032258064516
3894,42101027402,2021,230,26,11.304347826086957
960,42101009600,2015,2570,291,11.32295719844358
1855,42101014900,2020,194,22,11.34020618556701
5822,42101037200,2022,97,11,11.34020618556701
201,42101005600,2019,141,16,11.347517730496454
1645,42101013800,2020,44,5,11.363636363636363
3876,42101027401,2022,79,9,11.39240506329114
1029,42101010000,2022,79,9,11.39240506329114
2488,42101017900,2020,237,27,11.39240506329114
2390,42101017601,2021,781,89,11.395646606914212
4859,42101032500,2017,693,79,11.3997113997114
6059,42101038700,2015,35,4,11.428571428571429
1524,42101013300,2022,70,8,11.428571428571429
2089,42101016400,2020,236,27,11.440677966101696
3238,42101024000,2021,96,11,11.458333333333332
6014,42101038300,2020,418,48,11.483253588516746
1623,42101013700,2019,296,34,11.486486486486488
3776,42101026900,2018,87,10,11.494252873563218
2556,42101018400,2017,87,10,11.494252873563218
5802,42101036900,2022,87,10,11.494252873563218
4521,42101030800,2022,26,3,11.538461538461538
2542,42101018300,2019,52,6,11.538461538461538
2015,42101016000,2023,26,3,11.538461538461538
2664,42101019501,2022,433,50,11.547344110854503
492,42101007400,2015,1376,159,11.555232558139535
2396,42101017602,2014,3819,442,11.573710395391464
2510,42101018001,2021,95,11,11.578947368421053
1333,42101011700,2016,95,11,11.578947368421053
3872,42101027401,2020,164,19,11.585365853658537
1463,42101012500,2021,379,44,11.609498680738787
5990,42101038200,2018,878,102,11.617312072892938
3764,42101026800,2022,103,12,11.650485436893204
2606,42101019000,2023,60,7,11.666666666666666
2129,42101016600,2020,94,11,11.702127659574469
2582,42101018800,2021,846,99,11.702127659574469
5968,42101038100,2017,188,22,11.702127659574469
2584,42101018800,2022,554,65,11.732851985559567
2410,42101017602,2021,1217,143,11.750205423171733
1985,42101015800,2017,221,26,11.76470588235294
1955,42101015600,2020,51,6,11.76470588235294
4034,42101028000,2023,51,6,11.76470588235294
1586,42101013601,2016,34,4,11.76470588235294
1341,42101011700,2020,17,2,11.76470588235294
370,42101006900,2014,246,29,11.788617886178862
2123,42101016600,2017,195,23,11.794871794871794
5988,42101038200,2017,837,99,11.827956989247312
2920,42101020700,2021,76,9,11.842105263157894
2600,42101019000,2020,152,18,11.842105263157894
2394,42101017601,2023,160,19,11.875
2660,42101019501,2020,185,22,11.891891891891893
2490,42101017900,2021,361,43,11.911357340720222
6000,42101038200,2023,67,8,11.940298507462686
4780,42101031900,2017,209,25,11.961722488038278
4172,42101028700,2022,125,15,12.0
5996,42101038200,2021,550,66,12.0
938,42101009500,2014,1189,143,12.026913372582001
185,42101005500,2021,141,17,12.056737588652481
1959,42101015600,2022,124,15,12.096774193548388
2540,42101018300,2018,66,8,12.121212121212121
3994,42101027901,2023,33,4,12.121212121212121
4268,42101029100,2021,296,36,12.162162162162163
2474,42101017800,2023,156,19,12.179487179487179
2580,42101018800,2020,353,43,12.181303116147308
2408,42101017602,2020,500,61,12.2
2538,42101018300,2017,90,11,12.222222222222221
4254,42101029100,2014,1364,167,12.243401759530792
2376,42101017601,2014,6501,797,12.259652361175204
6252,42101980700,2021,375,46,12.266666666666666
2398,42101017602,2015,3432,422,12.296037296037296
2526,42101018002,2020,73,9,12.32876712328767
4917,42101033000,2017,340,42,12.352941176470589
5040,42101033500,2021,186,23,12.365591397849462
4068,42101028200,2020,468,58,12.393162393162394
2430,42101017701,2021,2414,300,12.427506213753107
4152,42101028600,2022,201,25,12.437810945273633
4347,42101029800,2021,217,27,12.442396313364055
5784,42101036700,2023,24,3,12.5
4747,42101031700,2020,120,15,12.5
2255,42101017000,2023,16,2,12.5
4446,42101030501,2021,135,17,12.592592592592592
1723,42101014200,2021,103,13,12.62135922330097
4782,42101031900,2018,182,23,12.637362637362637
3934,42101027600,2022,87,11,12.643678160919542
4707,42101031502,2019,158,20,12.658227848101266
4978,42101033200,2018,71,9,12.676056338028168
3567,42101025900,2022,47,6,12.76595744680851
3766,42101026800,2023,39,5,12.82051282051282
3802,42101027000,2022,39,5,12.82051282051282
4597,42101031102,2022,109,14,12.844036697247708
3513,42101025600,2021,31,4,12.903225806451612
616,42101008102,2018,697,90,12.91248206599713
5021,42101033400,2021,224,29,12.946428571428573
4919,42101033000,2018,293,38,12.969283276450511
2468,42101017800,2020,925,120,12.972972972972974
2470,42101017800,2021,1865,242,12.97587131367292
1206,42101010900,2021,77,10,12.987012987012985
4737,42101031700,2015,461,60,13.015184381778742
4486,42101030600,2022,69,9,13.043478260869565
4819,42101032100,2017,283,37,13.074204946996467
302,42101006400,2020,168,22,13.095238095238097
3183,42101023700,2021,61,8,13.114754098360656
6254,42101980700,2022,350,46,13.142857142857142
610,42101008102,2015,1209,159,13.151364764267989
1821,42101014700,2022,227,30,13.215859030837004
6089,42101038800,2022,15,2,13.333333333333334
3148,42101023500,2015,15,2,13.333333333333334
3218,42101023900,2020,15,2,13.333333333333334
2948,42101020900,2021,15,2,13.333333333333334
2568,42101018800,2014,1725,230,13.333333333333334
2544,42101018300,2021,15,2,13.333333333333334
3455,42101025300,2021,165,22,13.333333333333334
896,42101009200,2023,15,2,13.333333333333334
2349,42101017400,2020,157,21,13.375796178343949
2492,42101017900,2022,254,34,13.385826771653544
4500,42101030700,2020,37,5,13.513513513513514
1973,42101015700,2020,59,8,13.559322033898304
2612,42101019100,2016,449,61,13.585746102449889
1285,42101011300,2021,125,17,13.600000000000001
4723,42101031600,2018,279,38,13.620071684587815
3546,42101025800,2020,22,3,13.636363636363635
1560,42101013402,2021,66,9,13.636363636363635
4270,42101029100,2022,176,24,13.636363636363635
2918,42101020700,2020,22,3,13.636363636363635
4847,42101032300,2021,66,9,13.636363636363635
2922,42101020700,2022,51,7,13.725490196078432
4050,42101028100,2021,320,44,13.750000000000002
5167,42101034100,2022,29,4,13.793103448275861
4070,42101028200,2021,572,79,13.81118881118881
1233,42101011100,2015,2806,388,13.827512473271561
4788,42101031900,2021,65,9,13.846153846153847
4252,42101029000,2023,36,5,13.88888888888889
4944,42101033101,2021,36,5,13.88888888888889
4923,42101033000,2020,79,11,13.924050632911392
3912,42101027500,2021,258,36,13.953488372093023
1685,42101014000,2022,93,13,13.978494623655912
4705,42101031502,2018,106,15,14.150943396226415
5778,42101036700,2020,106,15,14.150943396226415
2684,42101019502,2022,282,40,14.184397163120568
4802,42101032000,2018,162,23,14.19753086419753
4851,42101032300,2023,42,6,14.285714285714285
2113,42101016500,2022,105,15,14.285714285714285
3606,42101026100,2023,14,2,14.285714285714285
3529,42101025700,2020,14,2,14.285714285714285
2091,42101016400,2021,168,24,14.285714285714285
4925,42101033000,2021,174,25,14.367816091954023
4901,42101032900,2018,167,24,14.37125748502994
622,42101008102,2021,793,114,14.37578814627995
2071,42101016300,2021,263,38,14.44866920152091
1465,42101012500,2022,283,41,14.487632508833922
624,42101008102,2022,840,122,14.523809523809526
4735,42101031700,2014,480,70,14.583333333333334
2121,42101016600,2016,294,43,14.625850340136054
4790,42101031900,2022,102,15,14.705882352941178
1377,42101011900,2021,122,18,14.754098360655737
1522,42101013300,2021,115,17,14.782608695652174
4741,42101031700,2017,426,63,14.788732394366196
5397,42101035200,2021,27,4,14.814814814814813
4986,42101033200,2022,27,4,14.814814814814813
1375,42101011900,2020,54,8,14.814814814814813
4739,42101031700,2016,536,80,14.925373134328357
2450,42101017702,2021,1483,222,14.969656102494945
2622,42101019100,2021,427,64,14.988290398126464
5114,42101033800,2020,20,3,15.0
5163,42101034100,2020,20,3,15.0
1407,42101012100,2020,20,3,15.0
3515,42101025600,2022,20,3,15.0
2175,42101016702,2023,60,9,15.0
4938,42101033101,2018,133,20,15.037593984962406
2414,42101017602,2023,99,15,15.151515151515152
4230,42101028902,2022,118,18,15.254237288135593
2614,42101019100,2017,424,65,15.330188679245282
2011,42101016000,2021,150,23,15.333333333333332
1605,42101013602,2018,52,8,15.384615384615385
5149,42101034000,2021,13,2,15.384615384615385
150,42101005000,2021,13,2,15.384615384615385
1578,42101013500,2021,39,6,15.384615384615385
189,42101005500,2023,13,2,15.384615384615385
4192,42101028800,2023,13,2,15.384615384615385
2428,42101017701,2020,973,150,15.416238437821173
940,42101009500,2015,2666,411,15.41635408852213
2886,42101020500,2023,97,15,15.463917525773196
2412,42101017602,2022,672,104,15.476190476190476
1649,42101013800,2022,45,7,15.555555555555555
3968,42101027800,2020,822,128,15.571776155717762
2031,42101016100,2021,211,33,15.639810426540285
5936,42101037900,2020,83,13,15.66265060240964
2452,42101017702,2022,941,148,15.727948990435706
1823,42101014700,2023,38,6,15.789473684210526
5942,42101037900,2023,19,3,15.789473684210526
1879,42101015101,2022,63,10,15.873015873015872
6018,42101038300,2022,822,131,15.936739659367397
1977,42101015700,2022,75,12,16.0
3056,42101021500,2021,50,8,16.0
5930,42101037900,2017,343,55,16.034985422740526
5144,42101034000,2017,31,5,16.129032258064516
4188,42101028800,2021,210,34,16.19047619047619
2494,42101017900,2023,37,6,16.216216216216218
4727,42101031600,2020,80,13,16.25
1819,42101014700,2021,289,47,16.26297577854671
1875,42101015101,2020,43,7,16.27906976744186
4729,42101031600,2021,86,14,16.27906976744186
2073,42101016300,2022,227,37,16.299559471365637
2472,42101017800,2022,932,152,16.30901287553648
6109,42101038900,2023,55,9,16.363636363636363
4072,42101028200,2022,275,45,16.363636363636363
5132,42101033900,2020,18,3,16.666666666666664
1461,42101012500,2020,174,29,16.666666666666664
1429,42101012203,2017,36,6,16.666666666666664
2215,42101016901,2023,36,6,16.666666666666664
5804,42101036900,2023,18,3,16.666666666666664
1361,42101011800,2023,12,2,16.666666666666664
993,42101009801,2022,12,2,16.666666666666664
6020,42101038300,2023,197,33,16.751269035532996
3932,42101027600,2021,143,24,16.783216783216783
2760,42101020000,2020,83,14,16.867469879518072
1683,42101014000,2021,136,23,16.911764705882355
3686,42101026400,2023,65,11,16.923076923076923
3874,42101027401,2021,123,21,17.073170731707318
4807,42101032000,2021,35,6,17.142857142857142
5958,42101038000,2021,46,8,17.391304347826086
4652,42101031401,2021,200,35,17.5
2093,42101016400,2022,125,22,17.599999999999998
1417,42101012201,2016,17,3,17.647058823529413
6232,42101980600,2020,17,3,17.647058823529413
3089,42101021700,2020,45,8,17.77777777777778
4711,42101031502,2021,45,8,17.77777777777778
1975,42101015700,2021,56,10,17.857142857142858
4484,42101030600,2021,168,30,17.857142857142858
2253,42101017000,2022,100,18,18.0
4749,42101031700,2021,177,32,18.07909604519774
2746,42101019900,2023,77,14,18.181818181818183
2548,42101018300,2023,11,2,18.181818181818183
4691,42101031501,2021,60,11,18.333333333333332
5928,42101037900,2016,335,62,18.507462686567163
1590,42101013601,2018,27,5,18.51851851851852
3762,42101026800,2021,183,34,18.579234972677597
4054,42101028100,2023,43,8,18.6046511627907
3974,42101027800,2023,86,16,18.6046511627907
2133,42101016600,2022,59,11,18.64406779661017
4519,42101030800,2021,48,9,18.75
5213,42101034501,2020,16,3,18.75
5902,42101037700,2023,16,3,18.75
