,fips,year,Total Investigations,Arrests Made,percentage
5481,42101035602,2019,120,5,4.166666666666666
177,42101005500,2017,216,9,4.166666666666666
2860,42101020400,2020,240,10,4.166666666666666
3155,42101023500,2019,24,1,4.166666666666666
4831,42101032100,2023,24,1,4.166666666666666
3532,42101025700,2022,24,1,4.166666666666666
3786,42101027000,2014,144,6,4.166666666666666
3399,42101024800,2023,48,2,4.166666666666666
4432,42101030501,2014,384,16,4.166666666666666
572,42101008000,2016,1821,76,4.173531026908292
256,42101006200,2017,1054,44,4.174573055028463
1961,42101015700,2014,455,19,4.175824175824175
2366,42101017500,2019,2990,125,4.1806020066889635
642,42101008200,2021,1100,46,4.181818181818182
3936,42101027700,2014,1243,52,4.18342719227675
670,42101008302,2015,2939,123,4.185096971759101
1689,42101014100,2014,1123,47,4.1852181656277825
4176,42101028800,2015,406,17,4.1871921182266005
3305,42101024400,2016,931,39,4.189044038668099
1373,42101011900,2019,358,15,4.189944134078212
6260,42101980800,2015,286,12,4.195804195804196
112,42101003200,2014,1144,48,4.195804195804196
195,42101005600,2016,143,6,4.195804195804196
3938,42101027700,2015,977,41,4.1965199590583415
3630,42101026301,2015,262,11,4.198473282442748
802,42101008702,2022,119,5,4.201680672268908
5161,42101034100,2019,214,9,4.205607476635514
458,42101007200,2018,760,32,4.2105263157894735
3311,42101024400,2019,1210,51,4.214876033057851
3812,42101027100,2018,166,7,4.216867469879518
5120,42101033900,2014,166,7,4.216867469879518
4080,42101028300,2016,2537,107,4.217579818683484
1255,42101011200,2016,1373,58,4.224326292789512
4625,42101031300,2017,1065,45,4.225352112676056
3487,42101025500,2017,284,12,4.225352112676056
4871,42101032500,2023,71,3,4.225352112676056
462,42101007200,2020,402,17,4.228855721393035
1082,42101010300,2019,2624,111,4.2301829268292686
1351,42101011800,2018,709,30,4.231311706629055
594,42101008101,2017,874,37,4.233409610983982
284,42101006300,2021,1677,71,4.233750745378653
2498,42101018001,2015,307,13,4.234527687296417
1142,42101010600,2019,1251,53,4.236610711430855
5580,42101036100,2017,118,5,4.23728813559322
2227,42101016902,2019,2595,110,4.238921001926782
4296,42101029300,2015,967,41,4.239917269906929
3104,42101021800,2018,165,7,4.242424242424243
734,42101008601,2017,424,18,4.245283018867925
4282,42101029200,2018,683,29,4.24597364568082
24,42101000000,2015,42438,1802,4.246194448371742
2189,42101016800,2020,259,11,4.247104247104247
535,42101007800,2017,565,24,4.2477876106194685
1138,42101010600,2017,1436,61,4.247910863509749
584,42101008000,2022,847,36,4.250295159386068
728,42101008601,2014,447,19,4.250559284116331
1931,42101015300,2018,1129,48,4.251550044286979
2830,42101020300,2015,1974,84,4.25531914893617
5820,42101037200,2021,141,6,4.25531914893617
3548,42101025800,2021,47,2,4.25531914893617
946,42101009500,2018,1691,72,4.257835600236547
432,42101007102,2015,1455,62,4.261168384879725
4940,42101033101,2019,305,13,4.2622950819672125
5032,42101033500,2017,492,21,4.2682926829268295
1371,42101011900,2018,492,21,4.2682926829268295
1811,42101014700,2017,1100,47,4.2727272727272725
3175,42101023700,2017,351,15,4.273504273504273
344,42101006600,2021,2480,106,4.274193548387097
2185,42101016800,2018,1427,61,4.274702172389628
5017,42101033400,2019,538,23,4.275092936802974
1550,42101013402,2016,257,11,4.280155642023346
2339,42101017400,2015,1050,45,4.285714285714286
738,42101008601,2019,350,15,4.285714285714286
2838,42101020300,2019,3473,149,4.290238986467031
2814,42101020200,2017,1911,82,4.290947148090005
6119,42101039000,2018,1465,63,4.300341296928328
4644,42101031401,2017,930,40,4.301075268817205
340,42101006600,2019,5482,236,4.3049981758482305
4302,42101029300,2018,766,33,4.308093994778068
1043,42101010100,2019,1623,70,4.313000616142945
220,42101006000,2019,1785,77,4.313725490196078
1168,42101010700,2022,556,24,4.316546762589928
3252,42101024100,2019,556,24,4.316546762589928
1221,42101011000,2019,625,27,4.32
322,42101006500,2020,648,28,4.320987654320987
5872,42101037600,2018,646,28,4.3343653250774
4343,42101029800,2019,1061,46,4.335532516493874
2235,42101016902,2023,69,3,4.3478260869565215
308,42101006400,2023,46,2,4.3478260869565215
768,42101008701,2014,345,15,4.3478260869565215
2554,42101018400,2016,92,4,4.3478260869565215
163,42101005400,2019,92,4,4.3478260869565215
1051,42101010100,2023,46,2,4.3478260869565215
4635,42101031300,2022,184,8,4.3478260869565215
6309,42101989100,2021,46,2,4.3478260869565215
5475,42101035602,2016,46,2,4.3478260869565215
986,42101009801,2018,207,9,4.3478260869565215
3587,42101026000,2022,69,3,4.3478260869565215
636,42101008200,2018,1517,66,4.350692155570204
4140,42101028600,2016,895,39,4.357541899441341
386,42101006900,2022,734,32,4.35967302452316
4843,42101032300,2019,527,23,4.364326375711575
516,42101007700,2017,229,10,4.366812227074235
3900,42101027500,2015,824,36,4.368932038834951
1180,42101010800,2018,961,42,4.37044745057232
6244,42101980700,2017,663,29,4.374057315233785
5110,42101033800,2018,160,7,4.375
408,42101007000,2023,160,7,4.375
539,42101007800,2019,297,13,4.377104377104377
328,42101006500,2023,137,6,4.37956204379562
1124,42101010500,2020,228,10,4.385964912280701
2109,42101016500,2020,228,10,4.385964912280701
1829,42101014800,2016,524,23,4.3893129770992365
5746,42101036600,2014,387,17,4.3927648578811365
1057,42101010200,2016,1274,56,4.395604395604396
3475,42101025400,2021,91,4,4.395604395604396
590,42101008101,2015,796,35,4.396984924623116
1162,42101010700,2019,1476,65,4.403794037940379
3321,42101024500,2014,1226,54,4.404567699836868
3445,42101025300,2016,680,30,4.411764705882353
1754,42101014400,2017,657,29,4.41400304414003
922,42101009400,2016,2151,95,4.416550441655044
752,42101008602,2016,588,26,4.421768707482993
2736,42101019900,2018,1605,71,4.423676012461059
5409,42101035301,2019,113,5,4.424778761061947
356,42101006700,2017,2282,101,4.425942156003506
4102,42101028400,2017,1152,51,4.427083333333334
1281,42101011300,2019,429,19,4.428904428904429
4341,42101029800,2018,676,30,4.437869822485207
2712,42101019800,2016,721,32,4.438280166435506
1301,42101011400,2019,856,38,4.439252336448598
4508,42101030800,2015,405,18,4.444444444444445
4583,42101031102,2015,540,24,4.444444444444445
3822,42101027200,2014,45,2,4.444444444444445
5673,42101036302,2018,90,4,4.444444444444445
6264,42101980800,2017,270,12,4.444444444444445
5052,42101033600,2017,225,10,4.444444444444445
1657,42101013900,2017,449,20,4.4543429844097995
2780,42101020101,2020,449,20,4.4543429844097995
110,42101003100,2014,808,36,4.455445544554455
4589,42101031102,2018,516,23,4.457364341085271
3864,42101027401,2016,471,21,4.45859872611465
2007,42101016000,2019,807,36,4.4609665427509295
5665,42101036302,2014,112,5,4.464285714285714
2632,42101019200,2016,2755,123,4.464609800362976
4280,42101029200,2017,873,39,4.4673539518900345
454,42101007200,2016,940,42,4.468085106382979
674,42101008302,2017,3087,138,4.470359572400389
4488,42101030700,2014,425,19,4.470588235294118
1905,42101015200,2015,1654,74,4.474002418379685
2858,42101020400,2019,1787,80,4.476776720761052
1911,42101015200,2018,1876,84,4.477611940298507
978,42101009801,2014,134,6,4.477611940298507
100,42101002801,2014,201,9,4.477611940298507
578,42101008000,2019,2188,98,4.478976234003657
4585,42101031102,2016,513,23,4.483430799220272
179,42101005500,2018,223,10,4.484304932735426
4376,42101030000,2016,3521,158,4.48736154501562
936,42101009400,2023,89,4,4.49438202247191
3810,42101027100,2017,178,8,4.49438202247191
2818,42101020200,2019,3002,135,4.497001998667555
4345,42101029800,2020,200,9,4.5
862,42101009100,2016,311,14,4.501607717041801
3688,42101026500,2014,844,38,4.502369668246446
6025,42101038400,2016,111,5,4.504504504504505
3421,42101025200,2014,931,42,4.511278195488721
4823,42101032100,2019,1219,55,4.5118949958982775
2159,42101016702,2015,1727,78,4.51650260567458
4128,42101028500,2020,332,15,4.518072289156627
3648,42101026302,2014,951,43,4.52155625657203
4294,42101029300,2014,995,45,4.522613065326634
3353,42101024600,2020,398,18,4.522613065326634
543,42101007800,2021,221,10,4.524886877828054
5573,42101036000,2022,375,17,4.533333333333333
2205,42101016901,2018,1433,65,4.535938590369853
3870,42101027401,2019,551,25,4.537205081669692
3220,42101023900,2021,22,1,4.545454545454546
6040,42101038500,2016,44,2,4.545454545454546
5344,42101034803,2022,44,2,4.545454545454546
5399,42101035301,2014,198,9,4.545454545454546
5824,42101037200,2023,22,1,4.545454545454546
5742,42101036502,2021,22,1,4.545454545454546
5726,42101036501,2020,22,1,4.545454545454546
5363,42101034900,2022,154,7,4.545454545454546
4757,42101031800,2015,132,6,4.545454545454546
3505,42101025600,2017,132,6,4.545454545454546
4563,42101031101,2015,1187,54,4.549283909014322
656,42101008301,2018,899,41,4.560622914349278
6262,42101980800,2016,285,13,4.56140350877193
5888,42101037700,2016,526,24,4.562737642585551
5766,42101036700,2014,438,20,4.5662100456621
3363,42101024700,2015,3765,172,4.568393094289509
4561,42101031101,2014,809,37,4.573547589616811
3924,42101027600,2017,568,26,4.577464788732395
950,42101009500,2020,371,17,4.5822102425876015
55,42101000700,2014,327,15,4.587155963302752
4873,42101032600,2014,501,23,4.590818363273453
2676,42101019502,2018,784,36,4.591836734693878
2864,42101020400,2022,761,35,4.599211563731932
2942,42101020900,2018,152,7,4.605263157894736
4621,42101031300,2015,1040,48,4.615384615384616
1090,42101010300,2023,65,3,4.615384615384616
1536,42101013401,2018,65,3,4.615384615384616
6129,42101039000,2023,65,3,4.615384615384616
466,42101007200,2022,498,23,4.618473895582329
2504,42101018001,2018,541,25,4.621072088724584
5102,42101033800,2014,238,11,4.621848739495799
28,42101000000,2017,36399,1683,4.623753399818677
4238,42101029000,2016,454,21,4.6255506607929515
3880,42101027402,2014,605,28,4.628099173553719
4274,42101029200,2014,648,30,4.62962962962963
5598,42101036201,2018,108,5,4.62962962962963
864,42101009100,2017,302,14,4.635761589403973
1635,42101013800,2015,474,22,4.641350210970464
6290,42101980900,2021,474,22,4.641350210970464
4627,42101031300,2018,754,35,4.641909814323608
2876,42101020500,2018,1766,82,4.64326160815402
4116,42101028500,2014,732,34,4.644808743169399
778,42101008701,2019,301,14,4.651162790697675
4906,42101032900,2021,129,6,4.651162790697675
848,42101009000,2017,129,6,4.651162790697675
3908,42101027500,2019,1203,56,4.655029093931837
664,42101008301,2022,580,27,4.655172413793104
1695,42101014100,2017,601,28,4.658901830282862
2107,42101016500,2019,1803,84,4.658901830282862
934,42101009400,2022,515,24,4.660194174757281
3904,42101027500,2017,1330,62,4.661654135338346
4610,42101031200,2019,428,20,4.672897196261682
1261,42101011200,2019,1797,84,4.674457429048414
4470,42101030600,2014,727,34,4.676753782668501
3313,42101024400,2020,406,19,4.679802955665025
2906,42101020700,2014,235,11,4.680851063829787
2774,42101020101,2017,2029,95,4.68210941350419
2309,42101017202,2020,555,26,4.684684684684685
2550,42101018400,2014,64,3,4.6875
5171,42101034200,2015,64,3,4.6875
1849,42101014900,2017,1578,74,4.689480354879595
2347,42101017400,2019,1919,90,4.689942678478374
600,42101008101,2020,341,16,4.69208211143695
4306,42101029300,2020,341,16,4.69208211143695
3230,42101024000,2017,426,20,4.694835680751173
246,42101006100,2022,447,21,4.697986577181208
4960,42101033102,2019,298,14,4.697986577181208
504,42101007400,2021,936,44,4.700854700854701
4010,42101027902,2021,574,27,4.70383275261324
2734,42101019900,2017,1977,93,4.704097116843703
4573,42101031101,2020,255,12,4.705882352941177
3824,42101027200,2015,85,4,4.705882352941177
5177,42101034200,2018,85,4,4.705882352941177
1088,42101010300,2022,467,22,4.710920770877944
5762,42101036600,2022,191,9,4.712041884816754
6133,42101980000,2015,1060,50,4.716981132075472
3228,42101024000,2016,424,20,4.716981132075472
1923,42101015300,2014,1399,66,4.717655468191565
4020,42101028000,2016,1904,90,4.726890756302521
3169,42101023700,2014,275,13,4.7272727272727275
1027,42101010000,2021,169,8,4.733727810650888
3844,42101027300,2016,737,35,4.74898236092266
2329,42101017300,2020,1158,55,4.7495682210708114
4146,42101028600,2019,904,43,4.756637168141593
3521,42101025700,2016,42,2,4.761904761904762
3339,42101024500,2023,147,7,4.761904761904762
2508,42101018001,2020,63,3,4.761904761904762
6071,42101038700,2022,21,1,4.761904761904762
3542,42101025800,2018,63,3,4.761904761904762
5142,42101034000,2016,42,2,4.761904761904762
4284,42101029200,2019,671,32,4.769001490312966
2177,42101016800,2014,671,32,4.769001490312966
2217,42101016902,2014,1320,63,4.772727272727273
2039,42101016200,2015,796,38,4.773869346733668
1156,42101010700,2016,1173,56,4.774083546462063
4553,42101031000,2020,293,14,4.778156996587031
4995,42101033300,2017,188,9,4.787234042553192
3942,42101027700,2017,2005,96,4.788029925187033
5978,42101038100,2022,167,8,4.790419161676647
2654,42101019501,2017,1313,63,4.798172124904799
502,42101007400,2020,250,12,4.8
3433,42101025200,2020,583,28,4.802744425385934
1198,42101010900,2017,229,11,4.8034934497816595
5048,42101033600,2015,333,16,4.804804804804805
1514,42101013300,2017,749,36,4.806408544726302
5976,42101038100,2021,104,5,4.807692307692308
4796,42101032000,2015,208,10,4.807692307692308
724,42101008500,2022,1913,92,4.809200209095661
2668,42101019502,2014,436,21,4.81651376146789
2125,42101016600,2018,622,30,4.823151125401929
1172,42101010800,2014,767,37,4.823989569752282
4262,42101029100,2018,829,40,4.8250904704463204
1307,42101011400,2022,145,7,4.827586206896552
6209,42101980500,2018,290,14,4.827586206896552
1909,42101015200,2017,2278,110,4.8287971905179985
193,42101005600,2015,207,10,4.830917874396135
4658,42101031402,2014,662,32,4.833836858006042
3260,42101024100,2023,62,3,4.838709677419355
6230,42101980600,2019,124,6,4.838709677419355
628,42101008200,2014,1177,57,4.842820730671198
4321,42101029400,2018,640,31,4.84375
6242,42101980700,2016,681,33,4.845814977973569
3662,42101026302,2021,268,13,4.850746268656716
5151,42101034100,2014,206,10,4.854368932038835
586,42101008000,2023,103,5,4.854368932038835
6077,42101038800,2016,103,5,4.854368932038835
2836,42101020300,2018,1483,72,4.8550236008091705
398,42101007000,2018,1791,87,4.857621440536013
3728,42101026700,2014,1029,50,4.8590864917395535
5866,42101037600,2015,822,40,4.866180048661801
338,42101006600,2018,3760,183,4.867021276595745
4353,42101029900,2014,678,33,4.867256637168142
3335,42101024500,2021,1006,49,4.870775347912525
2698,42101019700,2019,1129,55,4.871567759078831
6149,42101980000,2023,82,4,4.878048780487805
5427,42101035302,2019,123,6,4.878048780487805
4414,42101030200,2015,1886,92,4.878048780487805
5886,42101037700,2015,820,40,4.878048780487805
4476,42101030600,2017,430,21,4.883720930232558
276,42101006300,2017,2129,104,4.884922498825739
4046,42101028100,2019,1350,66,4.888888888888889
232,42101006100,2015,470,23,4.8936170212765955
2418,42101017701,2015,6393,314,4.911622086657282
3890,42101027402,2019,570,28,4.912280701754386
1182,42101010800,2019,1404,69,4.914529914529915
5770,42101036700,2016,468,23,4.914529914529915
3730,42101026700,2015,712,35,4.915730337078652
3040,42101021400,2022,61,3,4.918032786885246
5556,42101035900,2022,61,3,4.918032786885246
4084,42101028300,2018,1827,90,4.926108374384237
342,42101006600,2020,1035,51,4.9275362318840585
4082,42101028300,2017,2374,117,4.9283909014321825
2844,42101020300,2022,933,46,4.930332261521972
4086,42101028300,2019,2229,110,4.93494840735756
22,42101000000,2014,24777,1223,4.936029382088227
2796,42101020102,2018,1296,64,4.938271604938271
6300,42101989100,2016,81,4,4.938271604938271
3742,42101026700,2021,486,24,4.938271604938271
2053,42101016200,2022,81,4,4.938271604938271
2063,42101016300,2017,2204,109,4.945553539019964
26,42101000000,2016,32935,1629,4.946105966297252
4440,42101030501,2018,404,20,4.9504950495049505
3246,42101024100,2016,1231,61,4.955320877335499
2696,42101019700,2018,907,45,4.961411245865491
1633,42101013800,2014,403,20,4.962779156327544
6240,42101980700,2015,806,40,4.962779156327544
216,42101006000,2017,544,27,4.963235294117647
5305,42101034801,2022,141,7,4.964539007092199
500,42101007400,2019,1148,57,4.965156794425087
2017,42101016100,2014,1651,82,4.966686856450636
4514,42101030800,2018,181,9,4.972375690607735
3317,42101024400,2022,563,28,4.9733570159857905
582,42101008000,2021,824,41,4.975728155339806
1037,42101010100,2016,1928,96,4.979253112033195
3736,42101026700,2018,963,48,4.984423676012461
2360,42101017500,2016,2526,126,4.98812351543943
5906,42101037800,2015,621,31,4.99194847020934
4804,42101032000,2019,380,19,5.0
1104,42101010400,2020,220,11,5.0
2946,42101020900,2020,20,1,5.0
754,42101008602,2017,720,36,5.0
1329,42101011700,2014,40,2,5.0
3109,42101021800,2021,20,1,5.0
5181,42101034200,2021,20,1,5.0
4242,42101029000,2018,500,25,5.0
2678,42101019502,2019,759,38,5.006587615283268
346,42101006600,2022,2673,134,5.013093901982791
470,42101007300,2014,837,42,5.017921146953405
3846,42101027300,2017,936,47,5.021367521367521
1518,42101013300,2019,458,23,5.021834061135371
4194,42101028901,2014,219,11,5.0228310502283104
1933,42101015300,2019,1254,63,5.023923444976076
926,42101009400,2018,1909,96,5.028810895756941
4664,42101031402,2017,715,36,5.034965034965035
2672,42101019502,2016,536,27,5.037313432835821
2500,42101018001,2016,377,19,5.039787798408488
3988,42101027901,2020,595,30,5.042016806722689
3286,42101024300,2016,515,26,5.048543689320388
910,42101009300,2020,515,26,5.048543689320388
2229,42101016902,2020,336,17,5.059523809523809
2422,42101017701,2017,9108,461,5.061484409310496
4388,42101030000,2022,1777,90,5.064715813168261
1160,42101010700,2018,1263,64,5.067300079176563
4593,42101031102,2020,138,7,5.072463768115942
4386,42101030000,2021,1340,68,5.074626865671641
326,42101006500,2022,906,46,5.077262693156733
1239,42101011100,2018,2284,116,5.078809106830122
2085,42101016400,2018,1201,61,5.07910074937552
2273,42101017100,2022,728,37,5.082417582417582
2420,42101017701,2016,9064,461,5.086054721977052
1671,42101014000,2015,844,43,5.0947867298578196
1023,42101010000,2019,628,32,5.095541401273886
300,42101006400,2019,1059,54,5.099150141643059
1564,42101013500,2014,451,23,5.099778270509978
2384,42101017601,2018,5097,260,5.101039827349421
2944,42101020900,2019,98,5,5.1020408163265305
5050,42101033600,2016,235,12,5.106382978723404
6159,42101980100,2018,137,7,5.109489051094891
4278,42101029200,2016,763,39,5.111402359108781
2079,42101016400,2015,2445,125,5.112474437627812
742,42101008601,2021,176,9,5.113636363636364
3928,42101027600,2019,684,35,5.116959064327485
2181,42101016800,2016,957,49,5.120167189132706
654,42101008301,2017,1035,53,5.120772946859904
3916,42101027500,2023,39,2,5.128205128205128
545,42101007800,2022,156,8,5.128205128205128
6274,42101980800,2022,39,2,5.128205128205128
5519,42101035702,2021,39,2,5.128205128205128
966,42101009600,2018,2164,111,5.129390018484288
4557,42101031000,2022,331,17,5.13595166163142
2163,42101016702,2017,1595,82,5.141065830721003
4412,42101030200,2014,1789,92,5.14253773057574
1019,42101010000,2017,661,34,5.143721633888049
4993,42101033300,2016,136,7,5.147058823529411
5015,42101033400,2018,408,21,5.147058823529411
606,42101008101,2023,97,5,5.154639175257731
4490,42101030700,2015,426,22,5.164319248826291
2293,42101017201,2022,987,51,5.167173252279635
4452,42101030502,2015,1006,52,5.168986083499006
1711,42101014200,2015,812,42,5.172413793103448
6055,42101038600,2019,58,3,5.172413793103448
5393,42101035200,2019,58,3,5.172413793103448
3770,42101026900,2015,58,3,5.172413793103448
4478,42101030600,2018,464,24,5.172413793103448
3920,42101027600,2015,425,22,5.176470588235294
4496,42101030700,2018,251,13,5.179282868525896
5376,42101035100,2019,135,7,5.185185185185185
1353,42101011800,2019,462,24,5.194805194805195
1837,42101014800,2020,77,4,5.194805194805195
3473,42101025400,2020,77,4,5.194805194805195
6117,42101039000,2017,1712,89,5.1985981308411215
258,42101006200,2018,1481,77,5.199189736664416
1114,42101010500,2015,1096,57,5.200729927007299
4144,42101028600,2018,1249,65,5.204163330664532
3355,42101024600,2021,557,29,5.206463195691203
1490,42101013200,2015,941,49,5.207226354941551
2854,42101020400,2017,1420,74,5.211267605633803
2690,42101019700,2015,479,25,5.219206680584551
1399,42101012100,2016,134,7,5.223880597014925
570,42101008000,2015,1512,79,5.224867724867725
4390,42101030000,2023,153,8,5.228758169934641
3560,42101025900,2018,153,8,5.228758169934641
1496,42101013200,2018,612,32,5.228758169934641
2065,42101016300,2018,1453,76,5.230557467309016
6248,42101980700,2019,554,29,5.234657039711191
2652,42101019501,2016,878,46,5.239179954441914
790,42101008702,2016,229,12,5.240174672489083
6123,42101039000,2020,515,27,5.242718446601942
970,42101009600,2020,553,29,5.244122965641953
1178,42101010800,2017,1066,56,5.253283302063791
1021,42101010000,2018,609,32,5.254515599343185
1293,42101011400,2015,1293,68,5.2590873936581595
3918,42101027600,2014,399,21,5.263157894736842
3495,42101025500,2021,57,3,5.263157894736842
15,42091202500,2014,19,1,5.263157894736842
5432,42101035302,2022,38,2,5.263157894736842
4044,42101028100,2018,1121,59,5.263157894736842
1110,42101010400,2023,57,3,5.263157894736842
4212,42101028901,2023,19,1,5.263157894736842
3153,42101023500,2018,19,1,5.263157894736842
2832,42101020300,2016,1671,88,5.266307600239378
4380,42101030000,2018,3413,180,5.27395253442719
1365,42101011900,2015,891,47,5.274971941638609
4359,42101029900,2017,1004,53,5.278884462151394
3752,42101026800,2016,322,17,5.279503105590062
1291,42101011400,2014,625,33,5.28
1237,42101011100,2017,2743,145,5.286183011301495
2127,42101016600,2019,681,36,5.286343612334802
5884,42101037700,2014,889,47,5.286839145106861
5108,42101033800,2017,208,11,5.288461538461538
559,42101007900,2019,359,19,5.2924791086350975
576,42101008000,2018,831,44,5.294825511432009
394,42101007000,2016,1131,60,5.305039787798409
3244,42101024100,2015,1639,87,5.308114704087859
4038,42101028100,2015,1092,58,5.311355311355311
278,42101006300,2018,2635,140,5.313092979127135
924,42101009400,2017,2070,110,5.314009661835748
3187,42101023800,2014,508,27,5.31496062992126
6280,42101980900,2016,696,37,5.316091954022988
1449,42101012500,2014,1467,78,5.316973415132924
2674,42101019502,2017,808,43,5.321782178217822
1003,42101009802,2018,263,14,5.323193916349809
6137,42101980000,2017,994,53,5.331991951710262
2866,42101020400,2023,75,4,5.333333333333334
4416,42101030200,2016,2287,122,5.334499344118933
1719,42101014200,2019,487,26,5.338809034907597
3860,42101027401,2014,524,28,5.343511450381679
5060,42101033600,2021,131,7,5.343511450381679
6145,42101980000,2021,486,26,5.349794238683128
5962,42101038100,2014,168,9,5.357142857142857
4384,42101030000,2020,1026,55,5.360623781676413
918,42101009400,2014,1175,63,5.361702127659575
4606,42101031200,2017,410,22,5.365853658536586
5106,42101033800,2016,205,11,5.365853658536586
4240,42101029000,2017,484,26,5.371900826446281
1669,42101014000,2014,670,36,5.3731343283582085
4076,42101028300,2014,1991,107,5.3741838272225015
2019,42101016100,2015,1878,101,5.378061767838125
3664,42101026302,2022,390,21,5.384615384615385
5423,42101035302,2017,130,7,5.384615384615385
1899,42101015102,2022,334,18,5.389221556886228
6217,42101980500,2022,167,9,5.389221556886228
2730,42101019900,2015,2004,108,5.389221556886228
736,42101008601,2018,204,11,5.392156862745098
1314,42101011500,2016,408,22,5.392156862745098
3558,42101025900,2017,241,13,5.394190871369295
226,42101006000,2022,519,28,5.394990366088632
884,42101009200,2017,315,17,5.396825396825397
4317,42101029400,2016,741,40,5.398110661268556
3199,42101023800,2020,222,12,5.405405405405405
3726,42101026600,2023,37,2,5.405405405405405
702,42101008400,2021,1813,98,5.405405405405405
3804,42101027100,2014,74,4,5.405405405405405
3481,42101025500,2014,148,8,5.405405405405405
2776,42101020101,2018,1606,87,5.417185554171856
1756,42101014400,2018,443,24,5.417607223476298
1556,42101013402,2019,166,9,5.421686746987952
2139,42101016701,2015,1307,71,5.432287681713849
1355,42101011800,2020,92,5,5.434782608695652
4430,42101030200,2023,92,5,5.434782608695652
1259,42101011200,2018,1214,66,5.436573311367381
4060,42101028200,2016,1710,93,5.43859649122807
2442,42101017702,2017,7210,393,5.450762829403606
2794,42101020102,2017,2238,122,5.451295799821269
722,42101008500,2021,1871,102,5.451630144307857
1941,42101015300,2023,55,3,5.454545454545454
5285,42101034702,2021,55,3,5.454545454545454
3019,42101021300,2021,55,3,5.454545454545454
6272,42101980800,2021,55,3,5.454545454545454
708,42101008500,2014,2951,161,5.455777702473738
450,42101007200,2014,1245,68,5.461847389558233
563,42101007900,2021,183,10,5.46448087431694
1815,42101014700,2019,786,43,5.470737913486006
430,42101007102,2014,1261,69,5.471847739888977
3397,42101024800,2022,347,19,5.475504322766571
6111,42101039000,2014,1786,98,5.487122060470324
1845,42101014900,2015,984,54,5.487804878048781
2828,42101020300,2014,1676,92,5.4892601431980905
3395,42101024800,2021,255,14,5.490196078431373
574,42101008000,2017,1454,80,5.502063273727647
4565,42101031101,2016,1145,63,5.502183406113537
4602,42101031200,2015,454,25,5.506607929515418
3361,42101024700,2014,1961,108,5.50739418663947
2021,42101016100,2016,1743,96,5.507745266781412
2043,42101016200,2017,490,27,5.510204081632653
2834,42101020300,2017,2140,118,5.514018691588785
5768,42101036700,2015,544,30,5.514705882352941
886,42101009200,2018,562,31,5.5160142348754455
565,42101007900,2022,145,8,5.517241379310345
6222,42101980600,2015,163,9,5.521472392638037
3467,42101025400,2017,398,22,5.527638190954774
312,42101006500,2015,2187,121,5.532693187014175
4372,42101030000,2014,3506,194,5.533371363377068
124,42101003901,2014,271,15,5.535055350553505
3976,42101027901,2014,614,34,5.537459283387622
1833,42101014800,2018,325,18,5.538461538461538
5361,42101034900,2021,325,18,5.538461538461538
962,42101009600,2016,2202,122,5.540417801998183
472,42101007300,2015,812,45,5.541871921182266
1275,42101011300,2016,415,23,5.542168674698795
1639,42101013800,2017,451,25,5.543237250554324
2636,42101019200,2018,1946,108,5.549845837615622
36,42101000000,2021,13186,732,5.551342332777188
1544,42101013401,2022,36,2,5.555555555555555
4186,42101028800,2020,126,7,5.555555555555555
526,42101007700,2022,72,4,5.555555555555555
4991,42101033300,2015,198,11,5.555555555555555
5230,42101034502,2020,36,2,5.555555555555555
2362,42101017500,2017,2770,154,5.55956678700361
2059,42101016300,2015,2966,165,5.563047875927174
6135,42101980000,2016,719,40,5.563282336578582
1943,42101015600,2014,377,21,5.570291777188329
1227,42101011000,2022,323,18,5.572755417956656
4196,42101028901,2015,305,17,5.573770491803279
4310,42101029300,2022,502,28,5.577689243027888
1257,42101011200,2017,1416,79,5.5790960451977405
2291,42101017201,2021,932,52,5.579399141630901
4614,42101031200,2021,233,13,5.579399141630901
6207,42101980500,2017,376,21,5.585106382978723
1305,42101011400,2021,286,16,5.594405594405594
997,42101009802,2015,268,15,5.597014925373134
104,42101002900,2014,107,6,5.607476635514018
3461,42101025400,2014,196,11,5.612244897959184
3292,42101024300,2019,374,21,5.614973262032086
1766,42101014400,2023,89,5,5.617977528089887
1937,42101015300,2021,480,27,5.625
4855,42101032500,2015,586,33,5.631399317406143
2197,42101016901,2014,923,52,5.633802816901409
3583,42101026000,2020,71,4,5.633802816901409
2271,42101017100,2021,852,48,5.633802816901409
167,42101005400,2021,71,4,5.633802816901409
1078,42101010300,2017,1597,90,5.635566687539136
932,42101009400,2021,1011,57,5.637982195845697
2161,42101016702,2016,1401,79,5.638829407566024
1223,42101011000,2020,195,11,5.641025641025641
1367,42101011900,2016,620,35,5.64516129032258
2496,42101018001,2014,177,10,5.649717514124294
3232,42101024000,2018,354,20,5.649717514124294
2295,42101017201,2023,106,6,5.660377358490567
974,42101009600,2022,371,21,5.660377358490567
1673,42101014000,2016,777,44,5.662805662805663
3964,42101027800,2018,3620,205,5.662983425414365
2047,42101016200,2019,282,16,5.673758865248227
2882,42101020500,2021,881,50,5.675368898978434
5054,42101033600,2018,229,13,5.676855895196507
173,42101005500,2015,440,25,5.681818181818182
4697,42101031502,2014,176,10,5.681818181818182
2001,42101016000,2016,1020,58,5.686274509803922
3185,42101023700,2022,123,7,5.691056910569105
2099,42101016500,2015,984,56,5.691056910569105
